allow_source_reuse,control_id,expected_sign,match_abs_error,match_mode,match_rank,max_abs_match_error,size_coordinate_kind,size_data_path,size_delta_raw,size_delta_z,size_dimension,size_direction,size_domain,size_donor_coordinate_raw,size_donor_coordinate_z,size_donor_expected_label,size_donor_prompt,size_donor_side,size_match_delta,size_pair_id,size_predicate_family,size_recv_coordinate_raw,size_recv_coordinate_z,size_recv_expected_label,size_recv_prompt,size_recv_side,source_coordinate_kind,source_data_path,source_delta_raw,source_delta_z,source_dimension,source_direction,source_domain,source_donor_coordinate_raw,source_donor_coordinate_z,source_donor_expected_label,source_donor_prompt,source_donor_side,source_match_delta,source_pair_id,source_predicate_family,source_recv_coordinate_raw,source_recv_coordinate_z,source_recv_expected_label,source_recv_prompt,source_recv_side
False,temperature-0000,-1,0.005254098549960506,domain_z,0,,log_ratio,results/manifold_groups_poc/gradable_size_disamb_pairs_v2_iso_ratio_adjective_counts.jsonl,-1.3862943611198908,-1.4622660404191583,size,a_to_b,size,-1.6739764335716716,-1.9600770301724626,tiny,"The normal overall length for Scale class 240 objects is 240 centimeters. Compared only to that 240-centimeter length standard for Scale class 240 objects, an overall length of 45 centimeters counts as",a,-1.4622660404191583,size-v2-iso_ratio-p0045-Scale_class_240_objects-vs-Scale_class_60_objects,adjective_counts,-0.2876820724517809,-0.49781098975330423,small,"The normal overall length for Scale class 60 objects is 60 centimeters. Compared only to that 60-centimeter length standard for Scale class 60 objects, an overall length of 45 centimeters counts as",b,delta_from_standard,results/manifold_groups_poc/gradable_temperature_disamb_pairs_v1_2.jsonl,-98.0,-1.4675201389691188,temperature,b_to_a,temperature,-90.0,-1.0771975752819365,cold,"The normal temperature for freshly served tea is 80 degrees Celsius. Compared only to that 80-degree baseline for freshly served tea, a temperature of -10 degrees Celsius feels",b,-1.4675201389691188,temp-v1_2-m010-freezer_air-vs-freshly_served_tea,warm_cold,8.0,0.39032256368718243,warm,"The normal temperature for freezer air is -18 degrees Celsius. Compared only to that -18-degree baseline for freezer air, a temperature of -10 degrees Celsius feels",a
False,temperature-0001,1,0.005254098549960506,domain_z,1,,log_ratio,results/manifold_groups_poc/gradable_size_disamb_pairs_v2_iso_ratio_adjective_counts.jsonl,1.3862943611198908,1.4622660404191583,size,b_to_a,size,-0.2876820724517809,-0.49781098975330423,small,"The normal overall length for Scale class 60 objects is 60 centimeters. Compared only to that 60-centimeter length standard for Scale class 60 objects, an overall length of 45 centimeters counts as",b,1.4622660404191583,size-v2-iso_ratio-p0045-Scale_class_240_objects-vs-Scale_class_60_objects,adjective_counts,-1.6739764335716716,-1.9600770301724626,tiny,"The normal overall length for Scale class 240 objects is 240 centimeters. Compared only to that 240-centimeter length standard for Scale class 240 objects, an overall length of 45 centimeters counts as",a,delta_from_standard,results/manifold_groups_poc/gradable_temperature_disamb_pairs_v1_2.jsonl,98.0,1.4675201389691188,temperature,a_to_b,temperature,8.0,0.39032256368718243,warm,"The normal temperature for freezer air is -18 degrees Celsius. Compared only to that -18-degree baseline for freezer air, a temperature of -10 degrees Celsius feels",a,1.4675201389691188,temp-v1_2-m010-freezer_air-vs-freshly_served_tea,warm_cold,-90.0,-1.0771975752819365,cold,"The normal temperature for freshly served tea is 80 degrees Celsius. Compared only to that 80-degree baseline for freshly served tea, a temperature of -10 degrees Celsius feels",b
False,temperature-0002,1,0.0052540985499607284,domain_z,2,,log_ratio,results/manifold_groups_poc/gradable_size_disamb_pairs_v2_iso_ratio_adjective_counts.jsonl,1.3862943611198906,1.462266040419158,size,a_to_b,size,0.4054651081081644,0.23332203045627486,large,"The normal overall length for Scale class 30 objects is 30 centimeters. Compared only to that 30-centimeter length standard for Scale class 30 objects, an overall length of 45 centimeters counts as",a,1.462266040419158,size-v2-iso_ratio-p0045-Scale_class_30_objects-vs-Scale_class_120_objects,adjective_counts,-0.9808292530117262,-1.2289440099628832,tiny,"The normal overall length for Scale class 120 objects is 120 centimeters. Compared only to that 120-centimeter length standard for Scale class 120 objects, an overall length of 45 centimeters counts as",b,delta_from_standard,results/manifold_groups_poc/gradable_temperature_disamb_pairs_v1_2.jsonl,98.0,1.4675201389691188,temperature,b_to_a,temperature,43.0,0.9144368990332963,hot,"The normal temperature for freezer air is -18 degrees Celsius. Compared only to that -18-degree baseline for freezer air, a temperature of 25 degrees Celsius feels",b,1.4675201389691188,temp-v1_2-p025-freshly_served_tea-vs-freezer_air,warm_cold,-55.0,-0.5530832399358225,cold,"The normal temperature for freshly served tea is 80 degrees Celsius. Compared only to that 80-degree baseline for freshly served tea, a temperature of 25 degrees Celsius feels",a
False,temperature-0003,-1,0.0052540985499607284,domain_z,3,,log_ratio,results/manifold_groups_poc/gradable_size_disamb_pairs_v2_iso_ratio_adjective_counts.jsonl,-1.3862943611198906,-1.462266040419158,size,b_to_a,size,-0.9808292530117262,-1.2289440099628832,tiny,"The normal overall length for Scale class 120 objects is 120 centimeters. Compared only to that 120-centimeter length standard for Scale class 120 objects, an overall length of 45 centimeters counts as",b,-1.462266040419158,size-v2-iso_ratio-p0045-Scale_class_30_objects-vs-Scale_class_120_objects,adjective_counts,0.4054651081081644,0.23332203045627486,large,"The normal overall length for Scale class 30 objects is 30 centimeters. Compared only to that 30-centimeter length standard for Scale class 30 objects, an overall length of 45 centimeters counts as",a,delta_from_standard,results/manifold_groups_poc/gradable_temperature_disamb_pairs_v1_2.jsonl,-98.0,-1.4675201389691188,temperature,a_to_b,temperature,-55.0,-0.5530832399358225,cold,"The normal temperature for freshly served tea is 80 degrees Celsius. Compared only to that 80-degree baseline for freshly served tea, a temperature of 25 degrees Celsius feels",a,-1.4675201389691188,temp-v1_2-p025-freshly_served_tea-vs-freezer_air,warm_cold,43.0,0.9144368990332963,hot,"The normal temperature for freezer air is -18 degrees Celsius. Compared only to that -18-degree baseline for freezer air, a temperature of 25 degrees Celsius feels",b
False,temperature-0004,1,0.09772931959856024,domain_z,4,,log_ratio,results/manifold_groups_poc/gradable_size_disamb_pairs_v2_iso_ratio_adjective_counts.jsonl,2.079441541679836,2.1933990606287375,size,a_to_b,size,0.4054651081081644,0.23332203045627486,large,"The normal overall length for Scale class 30 objects is 30 centimeters. Compared only to that 30-centimeter length standard for Scale class 30 objects, an overall length of 45 centimeters counts as",a,2.1933990606287375,size-v2-iso_ratio-p0045-Scale_class_30_objects-vs-Scale_class_240_objects,adjective_counts,-1.6739764335716716,-1.9600770301724626,tiny,"The normal overall length for Scale class 240 objects is 240 centimeters. Compared only to that 240-centimeter length standard for Scale class 240 objects, an overall length of 45 centimeters counts as",b,delta_from_standard,results/manifold_groups_poc/gradable_temperature_disamb_pairs_v1_2.jsonl,153.0,2.2911283802272977,temperature,a_to_b,temperature,-12.0,0.09082865777511735,cool,"The normal temperature for swimming-pool water is 27 degrees Celsius. Compared only to that 27-degree baseline for swimming-pool water, a temperature of 15 degrees Celsius feels",a,2.2911283802272977,temp-v1_2-p015-swimming_pool_water-vs-heated_oven_air,warm_cold,-165.0,-2.2002997224521805,cold,"The normal temperature for heated oven air is 180 degrees Celsius. Compared only to that 180-degree baseline for heated oven air, a temperature of 15 degrees Celsius feels",b
False,temperature-0005,-1,0.09772931959856024,domain_z,5,,log_ratio,results/manifold_groups_poc/gradable_size_disamb_pairs_v2_iso_ratio_adjective_counts.jsonl,-2.079441541679836,-2.1933990606287375,size,b_to_a,size,-1.6739764335716716,-1.9600770301724626,tiny,"The normal overall length for Scale class 240 objects is 240 centimeters. Compared only to that 240-centimeter length standard for Scale class 240 objects, an overall length of 45 centimeters counts as",b,-2.1933990606287375,size-v2-iso_ratio-p0045-Scale_class_30_objects-vs-Scale_class_240_objects,adjective_counts,0.4054651081081644,0.23332203045627486,large,"The normal overall length for Scale class 30 objects is 30 centimeters. Compared only to that 30-centimeter length standard for Scale class 30 objects, an overall length of 45 centimeters counts as",a,delta_from_standard,results/manifold_groups_poc/gradable_temperature_disamb_pairs_v1_2.jsonl,-153.0,-2.2911283802272977,temperature,b_to_a,temperature,-165.0,-2.2002997224521805,cold,"The normal temperature for heated oven air is 180 degrees Celsius. Compared only to that 180-degree baseline for heated oven air, a temperature of 15 degrees Celsius feels",b,-2.2911283802272977,temp-v1_2-p015-swimming_pool_water-vs-heated_oven_air,warm_cold,-12.0,0.09082865777511735,cool,"The normal temperature for swimming-pool water is 27 degrees Celsius. Compared only to that 27-degree baseline for swimming-pool water, a temperature of 15 degrees Celsius feels",a
False,temperature-0006,1,0.0572717319074324,domain_z,6,,log_ratio,results/manifold_groups_poc/gradable_size_disamb_pairs_v2_iso_ratio_adjective_counts.jsonl,0.6931471805599453,0.7311330202095789,size,a_to_b,size,-0.2876820724517809,-0.49781098975330423,small,"The normal overall length for Scale class 60 objects is 60 centimeters. Compared only to that 60-centimeter length standard for Scale class 60 objects, an overall length of 45 centimeters counts as",a,0.7311330202095789,size-v2-iso_ratio-p0045-Scale_class_60_objects-vs-Scale_class_120_objects,adjective_counts,-0.9808292530117262,-1.2289440099628832,tiny,"The normal overall length for Scale class 120 objects is 120 centimeters. Compared only to that 120-centimeter length standard for Scale class 120 objects, an overall length of 45 centimeters counts as",b,delta_from_standard,results/manifold_groups_poc/gradable_temperature_disamb_pairs_v1_2.jsonl,45.0,0.6738612883021465,temperature,b_to_a,temperature,-12.0,0.09082865777511735,cool,"The normal temperature for freezer air is -18 degrees Celsius. Compared only to that -18-degree baseline for freezer air, a temperature of -30 degrees Celsius feels",b,0.6738612883021465,temp-v1_2-m030-swimming_pool_water-vs-freezer_air,warm_cold,-57.0,-0.5830326305270291,cold,"The normal temperature for swimming-pool water is 27 degrees Celsius. Compared only to that 27-degree baseline for swimming-pool water, a temperature of -30 degrees Celsius feels",a
False,temperature-0007,-1,0.0572717319074324,domain_z,7,,log_ratio,results/manifold_groups_poc/gradable_size_disamb_pairs_v2_iso_ratio_adjective_counts.jsonl,-0.6931471805599453,-0.7311330202095789,size,b_to_a,size,-0.9808292530117262,-1.2289440099628832,tiny,"The normal overall length for Scale class 120 objects is 120 centimeters. Compared only to that 120-centimeter length standard for Scale class 120 objects, an overall length of 45 centimeters counts as",b,-0.7311330202095789,size-v2-iso_ratio-p0045-Scale_class_60_objects-vs-Scale_class_120_objects,adjective_counts,-0.2876820724517809,-0.49781098975330423,small,"The normal overall length for Scale class 60 objects is 60 centimeters. Compared only to that 60-centimeter length standard for Scale class 60 objects, an overall length of 45 centimeters counts as",a,delta_from_standard,results/manifold_groups_poc/gradable_temperature_disamb_pairs_v1_2.jsonl,-45.0,-0.6738612883021465,temperature,a_to_b,temperature,-57.0,-0.5830326305270291,cold,"The normal temperature for swimming-pool water is 27 degrees Celsius. Compared only to that 27-degree baseline for swimming-pool water, a temperature of -30 degrees Celsius feels",a,-0.6738612883021465,temp-v1_2-m030-swimming_pool_water-vs-freezer_air,warm_cold,-12.0,0.09082865777511735,cool,"The normal temperature for freezer air is -18 degrees Celsius. Compared only to that -18-degree baseline for freezer air, a temperature of -30 degrees Celsius feels",b
False,temperature-0008,-1,0.05727173190743273,domain_z,8,,log_ratio,results/manifold_groups_poc/gradable_size_disamb_pairs_v2_iso_ratio_adjective_counts.jsonl,-0.6931471805599453,-0.7311330202095792,size,a_to_b,size,-0.2876820724517809,-0.49781098975330423,small,"The normal overall length for Scale class 60 objects is 60 centimeters. Compared only to that 60-centimeter length standard for Scale class 60 objects, an overall length of 45 centimeters counts as",a,-0.7311330202095792,size-v2-iso_ratio-p0045-Scale_class_60_objects-vs-Scale_class_30_objects,adjective_counts,0.4054651081081644,0.23332203045627486,large,"The normal overall length for Scale class 30 objects is 30 centimeters. Compared only to that 30-centimeter length standard for Scale class 30 objects, an overall length of 45 centimeters counts as",b,delta_from_standard,results/manifold_groups_poc/gradable_temperature_disamb_pairs_v1_2.jsonl,-45.0,-0.6738612883021464,temperature,b_to_a,temperature,-37.0,-0.283538724614964,cold,"The normal temperature for swimming-pool water is 27 degrees Celsius. Compared only to that 27-degree baseline for swimming-pool water, a temperature of -10 degrees Celsius feels",b,-0.6738612883021464,temp-v1_2-m010-freezer_air-vs-swimming_pool_water,warm_cold,8.0,0.39032256368718243,warm,"The normal temperature for freezer air is -18 degrees Celsius. Compared only to that -18-degree baseline for freezer air, a temperature of -10 degrees Celsius feels",a
False,temperature-0009,1,0.05727173190743273,domain_z,9,,log_ratio,results/manifold_groups_poc/gradable_size_disamb_pairs_v2_iso_ratio_adjective_counts.jsonl,0.6931471805599453,0.7311330202095792,size,b_to_a,size,0.4054651081081644,0.23332203045627486,large,"The normal overall length for Scale class 30 objects is 30 centimeters. Compared only to that 30-centimeter length standard for Scale class 30 objects, an overall length of 45 centimeters counts as",b,0.7311330202095792,size-v2-iso_ratio-p0045-Scale_class_60_objects-vs-Scale_class_30_objects,adjective_counts,-0.2876820724517809,-0.49781098975330423,small,"The normal overall length for Scale class 60 objects is 60 centimeters. Compared only to that 60-centimeter length standard for Scale class 60 objects, an overall length of 45 centimeters counts as",a,delta_from_standard,results/manifold_groups_poc/gradable_temperature_disamb_pairs_v1_2.jsonl,45.0,0.6738612883021464,temperature,a_to_b,temperature,8.0,0.39032256368718243,warm,"The normal temperature for freezer air is -18 degrees Celsius. Compared only to that -18-degree baseline for freezer air, a temperature of -10 degrees Celsius feels",a,0.6738612883021464,temp-v1_2-m010-freezer_air-vs-swimming_pool_water,warm_cold,-37.0,-0.283538724614964,cold,"The normal temperature for swimming-pool water is 27 degrees Celsius. Compared only to that 27-degree baseline for swimming-pool water, a temperature of -10 degrees Celsius feels",b
