abs_observed_ordered_shift,both_correct,comparison_a,comparison_b,correct_a,correct_b,entropy_a,entropy_b,expected_a,expected_b,expected_shift,margin_a,margin_b,observed_ordered_shift,pair_id,pred_a,pred_b,pred_shift,shift_direction_match,target,value
0.01587434806340593,0,freezer air,room air,0,1,0.6032532213812045,0.4976533890988455,cool,cold,-1.0,-2.9364938735961914,2.207338333129883,0.01587434806340593,temp-v1-m030-freezer_air-vs-room_air,cold,cold,0.0,0,-30 degrees Celsius,-30
0.17764945337410448,0,freezer air,swimming-pool water,0,1,0.6032532213812045,0.6724634807269274,cool,cold,-1.0,-2.9364938735961914,1.8210582733154297,0.17764945337410448,temp-v1-m030-freezer_air-vs-swimming_pool_water,cold,cold,0.0,0,-30 degrees Celsius,-30
0.20860260418994633,0,freezer air,bath water,0,1,0.6032532213812045,0.27226780252694,cool,cold,-1.0,-2.9364938735961914,3.6240172386169434,-0.20860260418994633,temp-v1-m030-freezer_air-vs-bath_water,cold,cold,0.0,1,-30 degrees Celsius,-30
0.2115402898632332,0,freezer air,freshly served tea,0,1,0.6032532213812045,0.684280656183831,cool,cold,-1.0,-2.9364938735961914,1.6597509384155273,0.2115402898632332,temp-v1-m030-freezer_air-vs-freshly_served_tea,cold,cold,0.0,0,-30 degrees Celsius,-30
0.5414825002339241,0,freezer air,heated oven air,0,1,0.6032532213812045,0.8547175175494913,cool,cold,-1.0,-2.9364938735961914,1.0118207931518555,0.5414825002339241,temp-v1-m030-freezer_air-vs-heated_oven_air,cold,cold,0.0,0,-30 degrees Celsius,-30
0.16898084914509987,0,freezer air,room air,0,1,0.8893141625328742,0.6440178322786574,warm,cold,-2.0,-1.9827404022216797,1.9271507263183594,-0.16898084914509987,temp-v1-m010-freezer_air-vs-room_air,cold,cold,0.0,1,-10 degrees Celsius,-10
0.7036198416062631,0,freezer air,swimming-pool water,0,1,0.8893141625328742,1.1348373828800846,warm,cold,-2.0,-1.9827404022216797,0.40472984313964844,0.7036198416062631,temp-v1-m010-freezer_air-vs-swimming_pool_water,cold,cold,0.0,0,-10 degrees Celsius,-10
0.09240544816728025,0,freezer air,bath water,0,1,0.8893141625328742,0.819905138300224,warm,cold,-2.0,-1.9827404022216797,1.3360023498535156,0.09240544816728025,temp-v1-m010-freezer_air-vs-bath_water,cold,cold,0.0,0,-10 degrees Celsius,-10
0.2605397776050342,0,freezer air,freshly served tea,0,1,0.8893141625328742,0.9169659974386092,warm,cold,-2.0,-1.9827404022216797,0.9739484786987305,0.2605397776050342,temp-v1-m010-freezer_air-vs-freshly_served_tea,cold,cold,0.0,0,-10 degrees Celsius,-10
0.9032224563311935,0,freezer air,heated oven air,0,0,0.8893141625328742,0.9674003434592092,warm,cold,-2.0,-1.9827404022216797,-0.022721290588378906,0.9032224563311935,temp-v1-m010-freezer_air-vs-heated_oven_air,cold,hot,3.0,0,-10 degrees Celsius,-10
1.2108678901764185,0,freezer air,room air,0,0,0.7339444708322815,1.1390343159633065,hot,cool,-2.0,-2.4223875999450684,-3.2244672775268555,1.2108678901764185,temp-v1-p005-freezer_air-vs-room_air,cold,hot,3.0,0,5 degrees Celsius,5
1.6469478384439804,0,freezer air,swimming-pool water,0,0,0.7339444708322815,1.1132127454197274,hot,cold,-3.0,-2.4223875999450684,-0.9772882461547852,1.6469478384439804,temp-v1-p005-freezer_air-vs-swimming_pool_water,cold,hot,3.0,0,5 degrees Celsius,5
0.8683495431081782,0,freezer air,bath water,0,1,0.7339444708322815,1.1525932749933114,hot,cold,-3.0,-2.4223875999450684,0.4539918899536133,0.8683495431081782,temp-v1-p005-freezer_air-vs-bath_water,cold,cold,0.0,0,5 degrees Celsius,5
1.1160415242300727,0,freezer air,freshly served tea,0,0,0.7339444708322815,1.096583177042409,hot,cold,-3.0,-2.4223875999450684,-0.056403160095214844,1.1160415242300727,temp-v1-p005-freezer_air-vs-freshly_served_tea,cold,hot,3.0,0,5 degrees Celsius,5
1.4835720792495835,0,freezer air,heated oven air,0,0,0.7339444708322815,1.1100309689077277,hot,cold,-3.0,-2.4223875999450684,-0.6551198959350586,1.4835720792495835,temp-v1-p005-freezer_air-vs-heated_oven_air,cold,hot,3.0,0,5 degrees Celsius,5
0.4360799482675619,0,room air,swimming-pool water,0,0,1.1390343159633065,1.1132127454197274,cool,cold,-1.0,-3.2244672775268555,-0.9772882461547852,0.4360799482675619,temp-v1-p005-room_air-vs-swimming_pool_water,hot,hot,0.0,0,5 degrees Celsius,5
