abs_observed_ordered_shift,both_correct,comparison_a,comparison_b,correct_a,correct_b,entropy_a,entropy_b,expected_a,expected_b,expected_shift,margin_a,margin_b,observed_ordered_shift,pair_id,pred_a,pred_b,pred_shift,shift_direction_match,target,value
0.33769901256224677,0,Scale class 60 objects,Scale class 30 objects,1,0,0.4431666060313155,0.7569959788413058,small,large,1.0,1.7544736862182617,-0.11073493957519531,0.33769901256224677,size-v2-iso_ratio-p0045-Scale_class_60_objects-vs-Scale_class_30_objects,small,small,0.0,1,45 centimeters,45
0.22729498171081364,0,Scale class 30 objects,Scale class 120 objects,0,0,0.7569959788413058,0.6072468879943037,large,tiny,-2.0,-0.11073493957519531,-5.802074432373047,-0.22729498171081364,size-v2-iso_ratio-p0045-Scale_class_30_objects-vs-Scale_class_120_objects,small,small,0.0,1,45 centimeters,45
0.08918895286766415,0,Scale class 30 objects,Scale class 240 objects,0,0,0.7569959788413058,0.7289701154025593,large,tiny,-2.0,-0.11073493957519531,-5.342376708984375,-0.08918895286766415,size-v2-iso_ratio-p0045-Scale_class_30_objects-vs-Scale_class_240_objects,small,small,0.0,1,45 centimeters,45
0.11040403085143313,0,Scale class 60 objects,Scale class 120 objects,1,0,0.4431666060313155,0.6072468879943037,small,tiny,-1.0,1.7544736862182617,-5.802074432373047,0.11040403085143313,size-v2-iso_ratio-p0045-Scale_class_60_objects-vs-Scale_class_120_objects,small,small,0.0,0,45 centimeters,45
0.24851005969458262,0,Scale class 240 objects,Scale class 60 objects,0,1,0.7289701154025593,0.4431666060313155,tiny,small,1.0,-5.342376708984375,1.7544736862182617,-0.24851005969458262,size-v2-iso_ratio-p0045-Scale_class_240_objects-vs-Scale_class_60_objects,small,small,0.0,0,45 centimeters,45
0.2661190828187461,0,Scale class 120 objects,Scale class 30 objects,0,0,0.49894064682845424,0.7516700396371012,tiny,huge,3.0,-5.279030799865723,-3.801227569580078,0.2661190828187461,size-v2-iso_ratio-p0060-Scale_class_120_objects-vs-Scale_class_30_objects,small,small,0.0,1,60 centimeters,60
0.17747062028170602,0,Scale class 240 objects,Scale class 30 objects,0,0,0.6216191214240597,0.7516700396371012,tiny,huge,3.0,-5.161482810974121,-3.801227569580078,0.17747062028170602,size-v2-iso_ratio-p0060-Scale_class_240_objects-vs-Scale_class_30_objects,small,small,0.0,1,60 centimeters,60
0.009679591141140476,0,Scale class 60 objects,Scale class 30 objects,1,0,0.760755031003587,0.7865867742529153,large,huge,1.0,0.0045413970947265625,-3.2113218307495117,0.009679591141140476,size-v2-iso_ratio-p0090-Scale_class_60_objects-vs-Scale_class_30_objects,large,large,0.0,1,90 centimeters,90
0.3432601514609812,0,Scale class 120 objects,Scale class 30 objects,1,0,0.5177619557098354,0.7865867742529153,small,huge,2.0,1.4988441467285156,-3.2113218307495117,0.3432601514609812,size-v2-iso_ratio-p0090-Scale_class_120_objects-vs-Scale_class_30_objects,small,large,1.0,1,90 centimeters,90
0.18881067076806946,0,Scale class 30 objects,Scale class 240 objects,0,0,0.7865867742529153,0.6940658098973361,huge,tiny,-3.0,-3.2113218307495117,-5.4215192794799805,-0.18881067076806946,size-v2-iso_ratio-p0090-Scale_class_30_objects-vs-Scale_class_240_objects,large,small,-1.0,1,90 centimeters,90
0.33358056031984074,1,Scale class 60 objects,Scale class 120 objects,1,1,0.760755031003587,0.5177619557098354,large,small,-1.0,0.0045413970947265625,1.4988441467285156,-0.33358056031984074,size-v2-iso_ratio-p0090-Scale_class_60_objects-vs-Scale_class_120_objects,large,small,-1.0,1,90 centimeters,90
0.17913107962692898,0,Scale class 60 objects,Scale class 240 objects,1,0,0.760755031003587,0.6940658098973361,large,tiny,-2.0,0.0045413970947265625,-5.4215192794799805,-0.17913107962692898,size-v2-iso_ratio-p0090-Scale_class_60_objects-vs-Scale_class_240_objects,large,small,-1.0,1,90 centimeters,90
0.15444948069291176,0,Scale class 120 objects,Scale class 240 objects,1,0,0.5177619557098354,0.6940658098973361,small,tiny,-1.0,1.4988441467285156,-5.4215192794799805,0.15444948069291176,size-v2-iso_ratio-p0090-Scale_class_120_objects-vs-Scale_class_240_objects,small,small,0.0,0,90 centimeters,90
0.22365238321370273,0,Scale class 240 objects,Scale class 30 objects,0,0,0.6338827311123998,0.7831599196744663,tiny,huge,3.0,-5.037660598754883,-3.381732940673828,0.22365238321370273,size-v2-iso_ratio-p0120-Scale_class_240_objects-vs-Scale_class_30_objects,small,small,0.0,1,120 centimeters,120
0.30723375967894184,0,Scale class 240 objects,Scale class 60 objects,0,0,0.6338827311123998,0.7694295849543626,tiny,huge,3.0,-5.037660598754883,-3.506045341491699,0.30723375967894184,size-v2-iso_ratio-p0120-Scale_class_240_objects-vs-Scale_class_60_objects,small,large,1.0,1,120 centimeters,120
0.07757146546403315,0,Scale class 30 objects,Scale class 120 objects,0,1,0.7718887839566381,0.7526273099779165,huge,large,-1.0,-3.4832229614257812,0.019136428833007812,0.07757146546403315,size-v2-iso_ratio-p0180-Scale_class_30_objects-vs-Scale_class_120_objects,small,large,1.0,0,180 centimeters,180
0.12638219504099535,0,Scale class 240 objects,Scale class 30 objects,1,0,0.6670527122518798,0.7718887839566381,small,huge,2.0,0.8158407211303711,-3.4832229614257812,0.12638219504099535,size-v2-iso_ratio-p0180-Scale_class_240_objects-vs-Scale_class_30_objects,small,small,0.0,1,180 centimeters,180
0.048044177632226015,0,Scale class 60 objects,Scale class 120 objects,0,1,0.7793489998359096,0.7526273099779165,huge,large,-1.0,-3.3326873779296875,0.019136428833007812,-0.048044177632226015,size-v2-iso_ratio-p0180-Scale_class_60_objects-vs-Scale_class_120_objects,large,large,0.0,1,180 centimeters,180
0.2519978381372545,0,Scale class 240 objects,Scale class 60 objects,1,0,0.6670527122518798,0.7793489998359096,small,huge,2.0,0.8158407211303711,-3.3326873779296875,0.2519978381372545,size-v2-iso_ratio-p0180-Scale_class_240_objects-vs-Scale_class_60_objects,small,large,1.0,1,180 centimeters,180
0.2039536605050285,1,Scale class 120 objects,Scale class 240 objects,1,1,0.7526273099779165,0.6670527122518798,large,small,-1.0,0.019136428833007812,0.8158407211303711,-0.2039536605050285,size-v2-iso_ratio-p0180-Scale_class_120_objects-vs-Scale_class_240_objects,large,small,-1.0,1,180 centimeters,180
0.154252798434813,0,Scale class 240 objects,Scale class 30 objects,1,0,0.6916814234996034,0.7983374566124853,large,huge,1.0,0.9631061553955078,-3.081315040588379,-0.154252798434813,size-v2-iso_ratio-p0360-Scale_class_240_objects-vs-Scale_class_30_objects,large,large,0.0,0,360 centimeters,360
0.12474289965351759,0,Scale class 240 objects,Scale class 60 objects,1,0,0.6916814234996034,0.780694479291671,large,huge,1.0,0.9631061553955078,-3.196714401245117,-0.12474289965351759,size-v2-iso_ratio-p0360-Scale_class_240_objects-vs-Scale_class_60_objects,large,large,0.0,0,360 centimeters,360
0.026915993233311397,0,Scale class 240 objects,Scale class 120 objects,1,0,0.6916814234996034,0.7352482647855136,large,huge,1.0,0.9631061553955078,-3.227977752685547,-0.026915993233311397,size-v2-iso_ratio-p0360-Scale_class_240_objects-vs-Scale_class_120_objects,large,large,0.0,0,360 centimeters,360
