abs_observed_ordered_shift,both_correct,comparison_a,comparison_b,correct_a,correct_b,entropy_a,entropy_b,expected_a,expected_b,expected_shift,margin_a,margin_b,observed_ordered_shift,pair_id,pred_a,pred_b,pred_shift,shift_direction_match,target,value
0.2761827999332551,0,a domestic dog,a domestic mouse,0,1,0.6333631435311727,0.29206774607886327,youthful,old,2.0,-2.9061403274536133,2.88352108001709,0.2761827999332551,age-v1_2-p0003-a_domestic_dog-vs-a_domestic_mouse,old,old,0.0,1,3 years,3
0.7834783292889385,0,a horse,a domestic mouse,0,1,0.8012805019767549,0.29206774607886327,young,old,3.0,-0.8221406936645508,2.88352108001709,0.7834783292889385,age-v1_2-p0003-a_horse-vs-a_domestic_mouse,old,old,0.0,1,3 years,3
0.6306336065495768,0,a domestic mouse,a human,1,0,0.29206774607886327,0.7653282200325793,old,young,-3.0,2.88352108001709,-1.0964946746826172,-0.6306336065495768,age-v1_2-p0003-a_domestic_mouse-vs-a_human,old,old,0.0,1,3 years,3
0.3819014172908246,0,a galapagos tortoise,a domestic mouse,0,1,0.6553487335010838,0.29206774607886327,young,old,3.0,-1.597799301147461,2.88352108001709,0.3819014172908246,age-v1_2-p0003-a_galapagos_tortoise-vs-a_domestic_mouse,old,old,0.0,1,3 years,3
0.9127803674226496,0,a bowhead whale,a domestic mouse,0,1,0.9465237214519077,0.29206774607886327,young,old,3.0,-0.5927104949951172,2.88352108001709,0.9127803674226496,age-v1_2-p0003-a_bowhead_whale-vs-a_domestic_mouse,old,old,0.0,1,3 years,3
0.5072955293556833,0,a horse,a domestic dog,0,0,0.8012805019767549,0.6333631435311727,young,youthful,1.0,-0.8221406936645508,-2.9061403274536133,0.5072955293556833,age-v1_2-p0003-a_horse-vs-a_domestic_dog,old,old,0.0,1,3 years,3
0.35445080661632167,0,a human,a domestic dog,0,0,0.7653282200325793,0.6333631435311727,young,youthful,1.0,-1.0964946746826172,-2.9061403274536133,0.35445080661632167,age-v1_2-p0003-a_human-vs-a_domestic_dog,old,old,0.0,1,3 years,3
0.10571861735756949,0,a galapagos tortoise,a domestic dog,0,0,0.6553487335010838,0.6333631435311727,young,youthful,1.0,-1.597799301147461,-2.9061403274536133,0.10571861735756949,age-v1_2-p0003-a_galapagos_tortoise-vs-a_domestic_dog,old,old,0.0,1,3 years,3
0.6365975674893944,0,a domestic dog,a bowhead whale,0,0,0.6333631435311727,0.9465237214519077,youthful,young,-1.0,-2.9061403274536133,-0.5927104949951172,-0.6365975674893944,age-v1_2-p0003-a_domestic_dog-vs-a_bowhead_whale,old,old,0.0,1,3 years,3
0.8823018000155654,0,a horse,a domestic mouse,0,1,0.8402996806644905,0.4160452059774823,youthful,old,2.0,-2.784512519836426,2.1884660720825195,0.8823018000155654,age-v1_2-p0006-a_horse-vs-a_domestic_mouse,old,old,0.0,1,6 years,6
0.9241325790497925,0,a domestic mouse,a human,1,0,0.4160452059774823,0.8847917286172597,old,young,-3.0,2.1884660720825195,-0.38657569885253906,-0.9241325790497925,age-v1_2-p0006-a_domestic_mouse-vs-a_human,old,old,0.0,1,6 years,6
