abs_observed_ordered_shift,aligned_observed_shift,comparison_a,comparison_b,domain,expected_a,expected_b,expected_shift,expected_shift_sign,observed_ordered_shift,observed_ordered_shift_sign,ordered_score_a,ordered_score_b,pair_id,predictor_a,predictor_b,predictor_shift,predictor_shift_sign,prompt_hash_a,prompt_hash_b,shift_direction_match,standard_a,standard_b,target,value
0.7759960553593125,0.7759960553593125,bath water,freezer air,temperature,cold,warm,2.0,positive,0.7759960553593125,positive,0.32817382963749975,1.1041698849968122,temp-v1_2-m010-bath_water-vs-freezer_air,-48.0,8.0,56.0,positive,b9f94ba83d595ceb,47245ab28440a761,1,38.0,-18.0,-10 degrees Celsius,-10.0
0.9330463455048112,0.9330463455048112,freezer air,freshly served tea,temperature,warm,cold,-2.0,negative,-0.9330463455048112,negative,1.1041698849968122,0.17112353949200104,temp-v1_2-m010-freezer_air-vs-freshly_served_tea,8.0,-90.0,-98.0,negative,47245ab28440a761,2d99f06a314331b2,1,-18.0,80.0,-10 degrees Celsius,-10.0
0.5921027737193574,0.5921027737193574,freezer air,swimming-pool water,temperature,warm,cold,-2.0,negative,-0.5921027737193574,negative,1.1041698849968122,0.5120671112774549,temp-v1_2-m010-freezer_air-vs-swimming_pool_water,8.0,-37.0,-45.0,negative,47245ab28440a761,3eab7ac890a170c4,1,-18.0,27.0,-10 degrees Celsius,-10.0
0.5067141372323587,0.5067141372323587,heated oven air,freezer air,temperature,cold,warm,2.0,positive,0.5067141372323587,positive,0.5974557477644535,1.1041698849968122,temp-v1_2-m010-heated_oven_air-vs-freezer_air,-190.0,8.0,198.0,positive,f84aad4f2dd5742e,47245ab28440a761,1,180.0,-18.0,-10 degrees Celsius,-10.0
0.5426119788685662,0.5426119788685662,room air,freezer air,temperature,cold,warm,2.0,positive,0.5426119788685662,positive,0.5615579061282461,1.1041698849968122,temp-v1_2-m010-room_air-vs-freezer_air,-31.0,8.0,39.0,positive,4ec363c71d63e704,47245ab28440a761,1,21.0,-18.0,-10 degrees Celsius,-10.0
0.1038174330527934,-0.1038174330527934,bath water,freezer air,temperature,cold,cool,1.0,positive,-0.1038174330527934,negative,0.3605988400557633,0.2567814070029699,temp-v1_2-m030-bath_water-vs-freezer_air,-68.0,-12.0,56.0,positive,e10a81cc7e551ff5,4661a5b3e012bc3c,0,38.0,-18.0,-30 degrees Celsius,-30.0
0.16819538488138522,0.16819538488138522,freezer air,freshly served tea,temperature,cool,cold,-1.0,negative,-0.16819538488138522,negative,0.2567814070029699,0.0885860221215847,temp-v1_2-m030-freezer_air-vs-freshly_served_tea,-12.0,-110.0,-98.0,negative,4661a5b3e012bc3c,d22da3a067f3a38a,1,-18.0,80.0,-30 degrees Celsius,-30.0
0.038225662036638935,0.038225662036638935,freezer air,heated oven air,temperature,cool,cold,-1.0,negative,-0.038225662036638935,negative,0.2567814070029699,0.21855574496633098,temp-v1_2-m030-freezer_air-vs-heated_oven_air,-12.0,-210.0,-198.0,negative,4661a5b3e012bc3c,f2cb2d8a0082f3fd,1,-18.0,180.0,-30 degrees Celsius,-30.0
0.10435099403392101,-0.10435099403392101,room air,freezer air,temperature,cold,cool,1.0,positive,-0.10435099403392101,negative,0.3611324010368909,0.2567814070029699,temp-v1_2-m030-room_air-vs-freezer_air,-51.0,-12.0,39.0,positive,3b6b58b77f32bf8b,4661a5b3e012bc3c,0,21.0,-18.0,-30 degrees Celsius,-30.0
0.04578309571691863,-0.04578309571691863,swimming-pool water,freezer air,temperature,cold,cool,1.0,positive,-0.04578309571691863,negative,0.30256450271988855,0.2567814070029699,temp-v1_2-m030-swimming_pool_water-vs-freezer_air,-57.0,-12.0,45.0,positive,bd8eca9299b35aff,4661a5b3e012bc3c,0,27.0,-18.0,-30 degrees Celsius,-30.0
