comparison_a,comparison_b,control_type,correct,design,dimension,entropy,expected_label,expected_label_index,is_artificial_norm,is_borderline,logscore_mature,logscore_old,logscore_young,logscore_youthful,margin,ordered_label_score,pair_id,pred_label,pred_label_index,predicate_family,prob_mature,prob_old,prob_young,prob_youthful,prompt,scale_type,side,source,standard_type,target,type,unit,value
a domestic dog,a domestic mouse,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation,age,0.6333631435311727,youthful,1.0,False,False,-12.016587257385254,-8.363566398620605,-10.325374603271484,-11.269706726074219,-2.9061403274536133,2.5438126694056926,age-v1_2-p0003-a_domestic_dog-vs-a_domestic_mouse,old,3.0,young_old,0.021219019358623675,0.8188646255411015,0.11513560103513422,0.04478075406514048,"The normal lifespan for a domestic dog is 12 years. Compared only to that 12-year baseline for a domestic dog, an individual aged 3 years feels",relative_open_age,a,bierwisch_kennedy_age_v1_2,comparison_class_explicit,3 years,gradable_scalar,years,3
a domestic dog,a domestic mouse,standard_explicit,1,same_scalar_different_explicit_standard_balanced_orientation,age,0.29206774607886327,old,3.0,False,False,-10.593169212341309,-5.62294864654541,-8.5064697265625,-10.322000503540039,2.88352108001709,2.8199954693389477,age-v1_2-p0003-a_domestic_dog-vs-a_domestic_mouse,old,3.0,young_old,0.00647549161835135,0.9328506342406362,0.05218129076067618,0.008492583380336295,"The normal lifespan for a domestic mouse is 2 years. Compared only to that 2-year baseline for a domestic mouse, an individual aged 3 years feels",relative_open_age,b,bierwisch_kennedy_age_v1_2,comparison_class_explicit,3 years,gradable_scalar,years,3
a horse,a domestic mouse,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation,age,0.8012805019767549,young,0.0,False,False,-13.092000961303711,-8.443559646606445,-9.265700340270996,-11.166136741638184,-0.8221406936645508,2.0365171400500093,age-v1_2-p0003-a_horse-vs-a_domestic_mouse,old,3.0,young_old,0.006322086672241307,0.6601655507394352,0.29013604810110244,0.04337631448722111,"The normal lifespan for a horse is 28 years. Compared only to that 28-year baseline for a horse, an individual aged 3 years feels",relative_open_age,a,bierwisch_kennedy_age_v1_2,comparison_class_explicit,3 years,gradable_scalar,years,3
a horse,a domestic mouse,standard_explicit,1,same_scalar_different_explicit_standard_balanced_orientation,age,0.29206774607886327,old,3.0,False,False,-10.593169212341309,-5.62294864654541,-8.5064697265625,-10.322000503540039,2.88352108001709,2.8199954693389477,age-v1_2-p0003-a_horse-vs-a_domestic_mouse,old,3.0,young_old,0.00647549161835135,0.9328506342406362,0.05218129076067618,0.008492583380336295,"The normal lifespan for a domestic mouse is 2 years. Compared only to that 2-year baseline for a domestic mouse, an individual aged 3 years feels",relative_open_age,b,bierwisch_kennedy_age_v1_2,comparison_class_explicit,3 years,gradable_scalar,years,3
a domestic mouse,a human,standard_explicit,1,same_scalar_different_explicit_standard_balanced_orientation,age,0.29206774607886327,old,3.0,False,False,-10.593169212341309,-5.62294864654541,-8.5064697265625,-10.322000503540039,2.88352108001709,2.8199954693389477,age-v1_2-p0003-a_domestic_mouse-vs-a_human,old,3.0,young_old,0.00647549161835135,0.9328506342406362,0.05218129076067618,0.008492583380336295,"The normal lifespan for a domestic mouse is 2 years. Compared only to that 2-year baseline for a domestic mouse, an individual aged 3 years feels",relative_open_age,a,bierwisch_kennedy_age_v1_2,comparison_class_explicit,3 years,gradable_scalar,years,3
a domestic mouse,a human,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation,age,0.7653282200325793,young,0.0,False,False,-13.072728157043457,-8.593039512634277,-9.689534187316895,-11.328369140625,-1.0964946746826172,2.189361862789371,age-v1_2-p0003-a_domestic_mouse-vs-a_human,old,3.0,young_old,0.00803896211775678,0.7090943762395814,0.2368658518075489,0.04600080983511287,"The normal lifespan for a human is 80 years. Compared only to that 80-year baseline for a human, an individual aged 3 years feels",relative_open_age,b,bierwisch_kennedy_age_v1_2,comparison_class_explicit,3 years,gradable_scalar,years,3
a galapagos tortoise,a domestic mouse,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation,age,0.6553487335010838,young,0.0,False,False,-11.35405158996582,-7.412779808044434,-9.010579109191895,-10.58835220336914,-1.597799301147461,2.438094052048123,age-v1_2-p0003-a_galapagos_tortoise-vs-a_domestic_mouse,old,3.0,young_old,0.015372345439663739,0.7914303883058392,0.16013907000321928,0.033058196251277594,"The normal lifespan for a galapagos tortoise is 150 years. Compared only to that 150-year baseline for a galapagos tortoise, an individual aged 3 years feels",relative_open_age,a,bierwisch_kennedy_age_v1_2,comparison_class_explicit,3 years,gradable_scalar,years,3
a galapagos tortoise,a domestic mouse,standard_explicit,1,same_scalar_different_explicit_standard_balanced_orientation,age,0.29206774607886327,old,3.0,False,False,-10.593169212341309,-5.62294864654541,-8.5064697265625,-10.322000503540039,2.88352108001709,2.8199954693389477,age-v1_2-p0003-a_galapagos_tortoise-vs-a_domestic_mouse,old,3.0,young_old,0.00647549161835135,0.9328506342406362,0.05218129076067618,0.008492583380336295,"The normal lifespan for a domestic mouse is 2 years. Compared only to that 2-year baseline for a domestic mouse, an individual aged 3 years feels",relative_open_age,b,bierwisch_kennedy_age_v1_2,comparison_class_explicit,3 years,gradable_scalar,years,3
a bowhead whale,a domestic mouse,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation,age,0.9465237214519077,young,0.0,False,False,-11.67918872833252,-9.334479331970215,-9.927189826965332,-12.287904739379883,-0.5927104949951172,1.9072151019162982,age-v1_2-p0003-a_bowhead_whale-vs-a_domestic_mouse,old,3.0,young_old,0.05636849174040041,0.5879369661189133,0.32502732206192886,0.030667220078757364,"The normal lifespan for a bowhead whale is 200 years. Compared only to that 200-year baseline for a bowhead whale, an individual aged 3 years feels",relative_open_age,a,bierwisch_kennedy_age_v1_2,comparison_class_explicit,3 years,gradable_scalar,years,3
a bowhead whale,a domestic mouse,standard_explicit,1,same_scalar_different_explicit_standard_balanced_orientation,age,0.29206774607886327,old,3.0,False,False,-10.593169212341309,-5.62294864654541,-8.5064697265625,-10.322000503540039,2.88352108001709,2.8199954693389477,age-v1_2-p0003-a_bowhead_whale-vs-a_domestic_mouse,old,3.0,young_old,0.00647549161835135,0.9328506342406362,0.05218129076067618,0.008492583380336295,"The normal lifespan for a domestic mouse is 2 years. Compared only to that 2-year baseline for a domestic mouse, an individual aged 3 years feels",relative_open_age,b,bierwisch_kennedy_age_v1_2,comparison_class_explicit,3 years,gradable_scalar,years,3
