aligned_effect,alpha,base_ordered_score,control_id,delta_norm,direction_match,effect,expected_sign,full_size_aligned_effect,layer,match_abs_error,match_mode,method,patch_site,patched_entropy,patched_ordered_score,projected_delta_norm,projected_norm_fraction,rank,recovery_vs_size_full,repeat,size_delta_raw,size_delta_z,size_direction,size_donor_side,size_pair_id,size_recv_side,source_delta_raw,source_delta_z,source_direction,source_domain,source_donor_side,source_pair_id,source_recv_side
-0.0513044512672145,1.0,1.1503897770775509,temperature-0000,1032.6827392578125,0,0.0513044512672145,-1.0,-0.0513044512672145,20,0.0,domain_z,full_size,final_prompt_token,0.5314962616649652,1.2016942283447654,1032.6827392578125,1.0,2560,1.0,0,-1.3862943611198908,-1.4622660404191583,a_to_b,a,size-v2-iso_ratio-p0045-Scale_class_240_objects-vs-Scale_class_60_objects,b,-1.3862943611198908,-1.4622660404191583,a_to_b,size_in_domain,a,size-v2-iso_ratio-p0045-Scale_class_240_objects-vs-Scale_class_60_objects,b
-0.0,1.0,1.1503897770775509,temperature-0000,0.0,0,0.0,-1.0,-0.0513044512672145,20,0.0,domain_z,sham,final_prompt_token,0.4431666060313155,1.1503897770775509,0.0,0.0,0,0.0,0,-1.3862943611198908,-1.4622660404191583,a_to_b,a,size-v2-iso_ratio-p0045-Scale_class_240_objects-vs-Scale_class_60_objects,b,-1.3862943611198908,-1.4622660404191583,a_to_b,size_in_domain,a,size-v2-iso_ratio-p0045-Scale_class_240_objects-vs-Scale_class_60_objects,b
-0.04496833147856316,1.0,1.1503897770775509,temperature-0000,1032.6827392578125,0,0.04496833147856316,-1.0,-0.0513044512672145,20,0.0,domain_z,size_pca,final_prompt_token,0.5187676430067345,1.195358108556114,403.05194091796875,0.39029599856354874,5,0.8764996090563323,0,-1.3862943611198908,-1.4622660404191583,a_to_b,a,size-v2-iso_ratio-p0045-Scale_class_240_objects-vs-Scale_class_60_objects,b,-1.3862943611198908,-1.4622660404191583,a_to_b,size_in_domain,a,size-v2-iso_ratio-p0045-Scale_class_240_objects-vs-Scale_class_60_objects,b
-0.03867747567668678,1.0,1.3988998367721335,temperature-0001,1032.6827392578125,0,-0.03867747567668678,1.0,-0.03867747567668678,20,0.0,domain_z,full_size,final_prompt_token,0.6933884062062637,1.3602223610954467,1032.6827392578125,1.0,2560,1.0,0,1.3862943611198908,1.4622660404191583,b_to_a,b,size-v2-iso_ratio-p0045-Scale_class_240_objects-vs-Scale_class_60_objects,a,1.3862943611198908,1.4622660404191583,b_to_a,size_in_domain,b,size-v2-iso_ratio-p0045-Scale_class_240_objects-vs-Scale_class_60_objects,a
0.0,1.0,1.3988998367721335,temperature-0001,0.0,0,0.0,1.0,-0.03867747567668678,20,0.0,domain_z,sham,final_prompt_token,0.7289701154025593,1.3988998367721335,0.0,0.0,0,-0.0,0,1.3862943611198908,1.4622660404191583,b_to_a,b,size-v2-iso_ratio-p0045-Scale_class_240_objects-vs-Scale_class_60_objects,a,1.3862943611198908,1.4622660404191583,b_to_a,size_in_domain,b,size-v2-iso_ratio-p0045-Scale_class_240_objects-vs-Scale_class_60_objects,a
-0.04833634593307434,1.0,1.3988998367721335,temperature-0001,1032.6827392578125,0,-0.04833634593307434,1.0,-0.03867747567668678,20,0.0,domain_z,size_pca,final_prompt_token,0.6948200075440625,1.3505634908390591,403.05194091796875,0.39029599856354874,5,1.249728558738634,0,1.3862943611198908,1.4622660404191583,b_to_a,b,size-v2-iso_ratio-p0045-Scale_class_240_objects-vs-Scale_class_60_objects,a,1.3862943611198908,1.4622660404191583,b_to_a,size_in_domain,b,size-v2-iso_ratio-p0045-Scale_class_240_objects-vs-Scale_class_60_objects,a
0.21005768981312878,1.0,1.260793807928984,temperature-0002,1132.603515625,1,0.21005768981312878,1.0,0.21005768981312878,20,0.0,domain_z,full_size,final_prompt_token,0.7434610255533609,1.4708514977421128,1132.603515625,1.0,2560,1.0,0,1.3862943611198906,1.462266040419158,a_to_b,a,size-v2-iso_ratio-p0045-Scale_class_30_objects-vs-Scale_class_120_objects,b,1.3862943611198906,1.462266040419158,a_to_b,size_in_domain,a,size-v2-iso_ratio-p0045-Scale_class_30_objects-vs-Scale_class_120_objects,b
0.0,1.0,1.260793807928984,temperature-0002,0.0,0,0.0,1.0,0.21005768981312878,20,0.0,domain_z,sham,final_prompt_token,0.6072468879943037,1.260793807928984,0.0,0.0,0,0.0,0,1.3862943611198906,1.462266040419158,a_to_b,a,size-v2-iso_ratio-p0045-Scale_class_30_objects-vs-Scale_class_120_objects,b,1.3862943611198906,1.462266040419158,a_to_b,size_in_domain,a,size-v2-iso_ratio-p0045-Scale_class_30_objects-vs-Scale_class_120_objects,b
0.20255560666299632,1.0,1.260793807928984,temperature-0002,1132.603515625,1,0.20255560666299632,1.0,0.21005768981312878,20,0.0,domain_z,size_pca,final_prompt_token,0.7465193368445511,1.4633494145919803,733.8408203125,0.647923841122414,5,0.9642856057457052,0,1.3862943611198906,1.462266040419158,a_to_b,a,size-v2-iso_ratio-p0045-Scale_class_30_objects-vs-Scale_class_120_objects,b,1.3862943611198906,1.462266040419158,a_to_b,size_in_domain,a,size-v2-iso_ratio-p0045-Scale_class_30_objects-vs-Scale_class_120_objects,b
0.2330711918172077,1.0,1.4880887896397976,temperature-0003,1132.603515625,1,-0.2330711918172077,-1.0,0.2330711918172077,20,0.0,domain_z,full_size,final_prompt_token,0.6041042190930156,1.25501759782259,1132.603515625,1.0,2560,1.0,0,-1.3862943611198906,-1.462266040419158,b_to_a,b,size-v2-iso_ratio-p0045-Scale_class_30_objects-vs-Scale_class_120_objects,a,-1.3862943611198906,-1.462266040419158,b_to_a,size_in_domain,b,size-v2-iso_ratio-p0045-Scale_class_30_objects-vs-Scale_class_120_objects,a
-0.0,1.0,1.4880887896397976,temperature-0003,0.0,0,0.0,-1.0,0.2330711918172077,20,0.0,domain_z,sham,final_prompt_token,0.7569959788413058,1.4880887896397976,0.0,0.0,0,-0.0,0,-1.3862943611198906,-1.462266040419158,b_to_a,b,size-v2-iso_ratio-p0045-Scale_class_30_objects-vs-Scale_class_120_objects,a,-1.3862943611198906,-1.462266040419158,b_to_a,size_in_domain,b,size-v2-iso_ratio-p0045-Scale_class_30_objects-vs-Scale_class_120_objects,a
0.2585236667515447,1.0,1.4880887896397976,temperature-0003,1132.603515625,1,-0.2585236667515447,-1.0,0.2330711918172077,20,0.0,domain_z,size_pca,final_prompt_token,0.5692011084887001,1.229565122888253,733.8408203125,0.647923841122414,5,1.1092047229685031,0,-1.3862943611198906,-1.462266040419158,b_to_a,b,size-v2-iso_ratio-p0045-Scale_class_30_objects-vs-Scale_class_120_objects,a,-1.3862943611198906,-1.462266040419158,b_to_a,size_in_domain,b,size-v2-iso_ratio-p0045-Scale_class_30_objects-vs-Scale_class_120_objects,a
0.2431543293123879,1.0,1.3988998367721335,temperature-0004,982.1026000976562,1,0.2431543293123879,1.0,0.2431543293123879,20,0.0,domain_z,full_size,final_prompt_token,0.7286225142178683,1.6420541660845214,982.1026000976562,1.0,2560,1.0,0,2.079441541679836,2.1933990606287375,a_to_b,a,size-v2-iso_ratio-p0045-Scale_class_30_objects-vs-Scale_class_240_objects,b,2.079441541679836,2.1933990606287375,a_to_b,size_in_domain,a,size-v2-iso_ratio-p0045-Scale_class_30_objects-vs-Scale_class_240_objects,b
0.0,1.0,1.3988998367721335,temperature-0004,0.0,0,0.0,1.0,0.2431543293123879,20,0.0,domain_z,sham,final_prompt_token,0.7289701154025593,1.3988998367721335,0.0,0.0,0,0.0,0,2.079441541679836,2.1933990606287375,a_to_b,a,size-v2-iso_ratio-p0045-Scale_class_30_objects-vs-Scale_class_240_objects,b,2.079441541679836,2.1933990606287375,a_to_b,size_in_domain,a,size-v2-iso_ratio-p0045-Scale_class_30_objects-vs-Scale_class_240_objects,b
0.19979457423300961,1.0,1.3988998367721335,temperature-0004,982.1026000976562,1,0.19979457423300961,1.0,0.2431543293123879,20,0.0,domain_z,size_pca,final_prompt_token,0.7478357624200965,1.598694411005143,410.26507568359375,0.4177415635014088,5,0.8216780461939764,0,2.079441541679836,2.1933990606287375,a_to_b,a,size-v2-iso_ratio-p0045-Scale_class_30_objects-vs-Scale_class_240_objects,b,2.079441541679836,2.1933990606287375,a_to_b,size_in_domain,a,size-v2-iso_ratio-p0045-Scale_class_30_objects-vs-Scale_class_240_objects,b
0.18503284716654256,1.0,1.4880887896397976,temperature-0005,982.1026000976562,1,-0.18503284716654256,-1.0,0.18503284716654256,20,0.0,domain_z,full_size,final_prompt_token,0.6578338143041584,1.303055942473255,982.1026000976562,1.0,2560,1.0,0,-2.079441541679836,-2.1933990606287375,b_to_a,b,size-v2-iso_ratio-p0045-Scale_class_30_objects-vs-Scale_class_240_objects,a,-2.079441541679836,-2.1933990606287375,b_to_a,size_in_domain,b,size-v2-iso_ratio-p0045-Scale_class_30_objects-vs-Scale_class_240_objects,a
-0.0,1.0,1.4880887896397976,temperature-0005,0.0,0,0.0,-1.0,0.18503284716654256,20,0.0,domain_z,sham,final_prompt_token,0.7569959788413058,1.4880887896397976,0.0,0.0,0,-0.0,0,-2.079441541679836,-2.1933990606287375,b_to_a,b,size-v2-iso_ratio-p0045-Scale_class_30_objects-vs-Scale_class_240_objects,a,-2.079441541679836,-2.1933990606287375,b_to_a,size_in_domain,b,size-v2-iso_ratio-p0045-Scale_class_30_objects-vs-Scale_class_240_objects,a
0.20128489174411213,1.0,1.4880887896397976,temperature-0005,982.1026000976562,1,-0.20128489174411213,-1.0,0.18503284716654256,20,0.0,domain_z,size_pca,final_prompt_token,0.6412335080468154,1.2868038978956855,410.26507568359375,0.4177415635014088,5,1.0878332946092624,0,-2.079441541679836,-2.1933990606287375,b_to_a,b,size-v2-iso_ratio-p0045-Scale_class_30_objects-vs-Scale_class_240_objects,a,-2.079441541679836,-2.1933990606287375,b_to_a,size_in_domain,b,size-v2-iso_ratio-p0045-Scale_class_30_objects-vs-Scale_class_240_objects,a
-0.0050224498328772516,1.0,1.260793807928984,temperature-0006,951.3394165039062,0,-0.0050224498328772516,1.0,-0.0050224498328772516,20,0.0,domain_z,full_size,final_prompt_token,0.5963695951767437,1.2557713580961067,951.3394165039062,1.0,2560,1.0,0,0.6931471805599453,0.7311330202095789,a_to_b,a,size-v2-iso_ratio-p0045-Scale_class_60_objects-vs-Scale_class_120_objects,b,0.6931471805599453,0.7311330202095789,a_to_b,size_in_domain,a,size-v2-iso_ratio-p0045-Scale_class_60_objects-vs-Scale_class_120_objects,b
