abs_observed_ordered_shift,both_correct,comparison_a,comparison_b,correct_a,correct_b,entropy_a,entropy_b,expected_a,expected_b,expected_shift,margin_a,margin_b,observed_ordered_shift,pair_id,pred_a,pred_b,pred_shift,shift_direction_match,target,value
0.10435099403392101,0,freezer air,room air,0,1,0.5579522412936233,0.7711057240908377,cool,cold,-1.0,-2.6375112533569336,1.5577316284179688,0.10435099403392101,temp-v1_1-m030-freezer_air-vs-room_air,cold,cold,0.0,0,-30 degrees Celsius,-30
0.04578309571691863,0,freezer air,swimming-pool water,0,1,0.5579522412936233,0.6122952489228699,cool,cold,-1.0,-2.6375112533569336,2.2712926864624023,0.04578309571691863,temp-v1_1-m030-freezer_air-vs-swimming_pool_water,cold,cold,0.0,0,-30 degrees Celsius,-30
0.1038174330527934,0,freezer air,bath water,0,1,0.5579522412936233,0.7156900375622806,cool,cold,-1.0,-2.6375112533569336,2.0154008865356445,0.1038174330527934,temp-v1_1-m030-freezer_air-vs-bath_water,cold,cold,0.0,0,-30 degrees Celsius,-30
0.16819538488138522,0,freezer air,freshly served tea,0,1,0.5579522412936233,0.299488077657721,cool,cold,-1.0,-2.6375112533569336,2.724851608276367,-0.16819538488138522,temp-v1_1-m030-freezer_air-vs-freshly_served_tea,cold,cold,0.0,1,-30 degrees Celsius,-30
0.038225662036638935,0,freezer air,heated oven air,0,1,0.5579522412936233,0.5210217883423984,cool,cold,-1.0,-2.6375112533569336,2.4644851684570312,-0.038225662036638935,temp-v1_1-m030-freezer_air-vs-heated_oven_air,cold,cold,0.0,1,-30 degrees Celsius,-30
0.5426119788685662,1,freezer air,room air,1,1,0.9992685343269937,0.9719071874228272,warm,cold,-2.0,0.1175689697265625,1.389739990234375,-0.5426119788685662,temp-v1_1-m010-freezer_air-vs-room_air,warm,cold,-2.0,1,-10 degrees Celsius,-10
0.5921027737193574,1,freezer air,swimming-pool water,1,1,0.9992685343269937,0.8142437857043696,warm,cold,-2.0,0.1175689697265625,2.0273566246032715,-0.5921027737193574,temp-v1_1-m010-freezer_air-vs-swimming_pool_water,warm,cold,-2.0,1,-10 degrees Celsius,-10
0.7759960553593125,1,freezer air,bath water,1,1,0.9992685343269937,0.6759721483151204,warm,cold,-2.0,0.1175689697265625,2.2178516387939453,-0.7759960553593125,temp-v1_1-m010-freezer_air-vs-bath_water,warm,cold,-2.0,1,-10 degrees Celsius,-10
0.9330463455048112,1,freezer air,freshly served tea,1,1,0.9992685343269937,0.43861289838589596,warm,cold,-2.0,0.1175689697265625,2.5543909072875977,-0.9330463455048112,temp-v1_1-m010-freezer_air-vs-freshly_served_tea,warm,cold,-2.0,1,-10 degrees Celsius,-10
0.5067141372323587,1,freezer air,heated oven air,1,1,0.9992685343269937,0.8702409374703834,warm,cold,-2.0,0.1175689697265625,1.7338180541992188,-0.5067141372323587,temp-v1_1-m010-freezer_air-vs-heated_oven_air,warm,cold,-2.0,1,-10 degrees Celsius,-10
0.5337757072092102,0,freezer air,room air,0,0,0.7735251226279425,1.3067830413937869,hot,cool,-2.0,-3.3144800662994385,-0.21870994567871094,-0.5337757072092102,temp-v1_1-p005-freezer_air-vs-room_air,warm,cold,-2.0,1,5 degrees Celsius,5
0.8225695261231357,0,freezer air,swimming-pool water,0,1,0.7735251226279425,1.1429584182580779,hot,cold,-3.0,-3.3144800662994385,1.1493396759033203,-0.8225695261231357,temp-v1_1-p005-freezer_air-vs-swimming_pool_water,warm,cold,-2.0,1,5 degrees Celsius,5
1.08753009463643,0,freezer air,bath water,0,1,0.7735251226279425,0.9620705743323947,hot,cold,-3.0,-3.3144800662994385,1.1456537246704102,-1.08753009463643,temp-v1_1-p005-freezer_air-vs-bath_water,warm,cold,-2.0,1,5 degrees Celsius,5
1.0955477479104263,0,freezer air,freshly served tea,0,1,0.7735251226279425,0.9457648709885697,hot,cold,-3.0,-3.3144800662994385,1.0813045501708984,-1.0955477479104263,temp-v1_1-p005-freezer_air-vs-freshly_served_tea,warm,cold,-2.0,1,5 degrees Celsius,5
0.5868570489261644,0,freezer air,heated oven air,0,1,0.7735251226279425,1.2677617724448438,hot,cold,-3.0,-3.3144800662994385,0.9014129638671875,-0.5868570489261644,temp-v1_1-p005-freezer_air-vs-heated_oven_air,warm,cold,-2.0,1,5 degrees Celsius,5
0.2887938189139255,0,room air,swimming-pool water,0,1,1.3067830413937869,1.1429584182580779,cool,cold,-1.0,-0.21870994567871094,1.1493396759033203,-0.2887938189139255,temp-v1_1-p005-room_air-vs-swimming_pool_water,cold,cold,0.0,1,5 degrees Celsius,5
0.5537543874272197,0,room air,bath water,0,1,1.3067830413937869,0.9620705743323947,cool,cold,-1.0,-0.21870994567871094,1.1456537246704102,-0.5537543874272197,temp-v1_1-p005-room_air-vs-bath_water,cold,cold,0.0,1,5 degrees Celsius,5
0.5617720407012162,0,room air,freshly served tea,0,1,1.3067830413937869,0.9457648709885697,cool,cold,-1.0,-0.21870994567871094,1.0813045501708984,-0.5617720407012162,temp-v1_1-p005-room_air-vs-freshly_served_tea,cold,cold,0.0,1,5 degrees Celsius,5
0.05308134171695422,0,room air,heated oven air,0,1,1.3067830413937869,1.2677617724448438,cool,cold,-1.0,-0.21870994567871094,0.9014129638671875,-0.05308134171695422,temp-v1_1-p005-room_air-vs-heated_oven_air,cold,cold,0.0,1,5 degrees Celsius,5
